Общо;Общо;2003Q1;брой лица в хиляди;6676.0;
Общо;Общо;2003Q2;брой лица в хиляди;6678.0;
Общо;Общо;2003Q3;брой лица в хиляди;6679.7;
Общо;Общо;2003Q4;брой лица в хиляди;6676.8;
Общо;Общо;2004Q1;брой лица в хиляди;6677.8;
Общо;Общо;2004Q2;брой лица в хиляди;6678.7;
Общо;Общо;2004Q3;брой лица в хиляди;6682.2;
Общо;Общо;2004Q4;брой лица в хиляди;6680.4;
Общо;Общо;2005Q1;брой лица в хиляди;6674.9;
Общо;Общо;2005Q2;брой лица в хиляди;6674.8;
Общо;Общо;2005Q3;брой лица в хиляди;6671.0;
Общо;Общо;2005Q4;брой лица в хиляди;6675.7;
Общо;Общо;2006Q1;брой лица в хиляди;6657.8;
Общо;Общо;2006Q2;брой лица в хиляди;6658.8;
Общо;Общо;2006Q3;брой лица в хиляди;6659.0;
Общо;Общо;2006Q4;брой лица в хиляди;6661.1;
Общо;Общо;2007Q1;брой лица в хиляди;6638.1;
Общо;Общо;2007Q2;брой лица в хиляди;6638.6;
Общо;Общо;2007Q3;брой лица в хиляди;6642.2;
Общо;Общо;2007Q4;брой лица в хиляди;6644.6;
Общо;Общо;2008Q1;брой лица в хиляди;6616.8;
Общо;Общо;2008Q2;брой лица в хиляди;6616.8;
Общо;Общо;2008Q3;брой лица в хиляди;6616.8;
Общо;Общо;2008Q4;брой лица в хиляди;6616.8;
Общо;Общо;2009Q1;брой лица в хиляди;6585.0;
Общо;Общо;2009Q2;брой лица в хиляди;6585.0;
Общо;Общо;2009Q3;брой лица в хиляди;6585.0;
Общо;Общо;2009Q4;брой лица в хиляди;6585.0;
Общо;Общо;2010Q1;брой лица в хиляди;6419.5;
Общо;Общо;2010Q2;брой лица в хиляди;6419.5;
Общо;Общо;2010Q3;брой лица в хиляди;6419.5;
Общо;Общо;2010Q4;брой лица в хиляди;6419.5;
Общо;Общо;2011Q1;брой лица в хиляди;6363.2;
Общо;Общо;2011Q2;брой лица в хиляди;6363.2;
Общо;Общо;2011Q3;брой лица в хиляди;6363.2;
Общо;Общо;2011Q4;брой лица в хиляди;6363.2;
Общо;Общо;2012Q1;брой лица в хиляди;6321.2;
Общо;Общо;2012Q2;брой лица в хиляди;6303.0;
Общо;Общо;2012Q3;брой лица в хиляди;6292.5;
Общо;Общо;2012Q4;брой лица в хиляди;6285.9;
Общо;Общо;2013Q1;брой лица в хиляди;6266.1;
Общо;Общо;2013Q2;брой лица в хиляди;6261.9;
Общо;Общо;2013Q3;брой лица в хиляди;6247.6;
Общо;Общо;2013Q4;брой лица в хиляди;6242.3;
Общо;Общо;2014Q1;брой лица в хиляди;6223.7;
Общо;Общо;2014Q2;брой лица в хиляди;6219.0;
Общо;Общо;2014Q3;брой лица в хиляди;6215.8;
Общо;Общо;2014Q4;брой лица в хиляди;6208.2;
Общо;Общо;2015Q1;брой лица в хиляди;6178.2;
Общо;Общо;2015Q2;брой лица в хиляди;6177.1;
Общо;Общо;2015Q3;брой лица в хиляди;6168.9;
Общо;Общо;2015Q4;брой лица в хиляди;6163.2;
Общо;Общо;2016Q1;брой лица в хиляди;6130.1;
Общо;Общо;2016Q2;брой лица в хиляди;6126.6;
Общо;Общо;2016Q3;брой лица в хиляди;6117.4;
Общо;Общо;2016Q4;брой лица в хиляди;6107.1;
Общо;Общо;2017Q1;брой лица в хиляди;6075.4;
Общо;Общо;2017Q2;брой лица в хиляди;6071.9;
Общо;Общо;2017Q3;брой лица в хиляди;6058.8;
Общо;Общо;2017Q4;брой лица в хиляди;6053.6;
Общо;Общо;2018Q1;брой лица в хиляди;6020.6;
Общо;Общо;2018Q2;брой лица в хиляди;6017.2;
Общо;Общо;2018Q3;брой лица в хиляди;6009.5;
Общо;Общо;2018Q4;брой лица в хиляди;6000.7;
Общо;Общо;2019Q1;брой лица в хиляди;5970.1;
Общо;Общо;2019Q2;брой лица в хиляди;5969.2;
Общо;Общо;2019Q3;брой лица в хиляди;5963.2;
Общо;Общо;2019Q4;брой лица в хиляди;5962.6;
Общо;Общо;2020Q1;брой лица в хиляди;5924.6;
Общо;Висше;2003Q1;брой лица в хиляди;1077.4;
Общо;Висше;2003Q2;брой лица в хиляди;1067.0;
Общо;Висше;2003Q3;брой лица в хиляди;1075.1;
Общо;Висше;2003Q4;брой лица в хиляди;1093.4;
Общо;Висше;2004Q1;брой лица в хиляди;1086.9;
Общо;Висше;2004Q2;брой лица в хиляди;1082.3;
Общо;Висше;2004Q3;брой лица в хиляди;1088.4;
Общо;Висше;2004Q4;брой лица в хиляди;1111.8;
Общо;Висше;2005Q1;брой лица в хиляди;1096.8;
Общо;Висше;2005Q2;брой лица в хиляди;1086.9;
Общо;Висше;2005Q3;брой лица в хиляди;1103.3;
Общо;Висше;2005Q4;брой лица в хиляди;1125.3;
Общо;Висше;2006Q1;брой лица в хиляди;1113.2;
Общо;Висше;2006Q2;брой лица в хиляди;1121.5;
Общо;Висше;2006Q3;брой лица в хиляди;1134.5;
Общо;Висше;2006Q4;брой лица в хиляди;1134.3;
Общо;Висше;2007Q1;брой лица в хиляди;1145.7;
Общо;Висше;2007Q2;брой лица в хиляди;1132.1;
Общо;Висше;2007Q3;брой лица в хиляди;1149.9;
Общо;Висше;2007Q4;брой лица в хиляди;1140.7;
Общо;Висше;2008Q1;брой лица в хиляди;1165.0;
Общо;Висше;2008Q2;брой лица в хиляди;1164.7;
Общо;Висше;2008Q3;брой лица в хиляди;1153.9;
Общо;Висше;2008Q4;брой лица в хиляди;1163.4;
Общо;Висше;2009Q1;брой лица в хиляди;1173.6;
Общо;Висше;2009Q2;брой лица в хиляди;1180.6;
Общо;Висше;2009Q3;брой лица в хиляди;1184.8;
Общо;Висше;2009Q4;брой лица в хиляди;1188.4;
Общо;Висше;2010Q1;брой лица в хиляди;1168.1;
Общо;Висше;2010Q2;брой лица в хиляди;1172.8;
