VID;Общо;брой;Общо;Общо;2000;136212;
VID;Общо;брой;Общо;Общо;2001;128050;
VID;Общо;брой;Общо;Общо;2002;125158;
VID;Общо;брой;Общо;Общо;2003;122609;
VID;Общо;брой;Общо;Общо;2004;120192;
VID;Общо;брой;Общо;Общо;2005;117809;
VID;Общо;брой;Общо;Общо;2006;114769;
VID;Общо;брой;Общо;Общо;2007;112604;
VID;Общо;брой;Общо;Общо;2008;110310;
VID;Общо;брой;Общо;Общо;2009;108067;
VID;Общо;брой;Общо;Общо;2010;105837;
VID;Общо;брой;Общо;Общо;2011;99481;
VID;Общо;брой;Общо;Общо;2012;97546;
VID;Общо;брой;Общо;Общо;2013;95467;
VID;Общо;брой;Общо;Общо;2014;93361;
VID;Общо;брой;Общо;Общо;2015;91235;
VID;Общо;брой;Общо;Общо;2016;88867;
VID;Общо;брой;Общо;Общо;2017;86927;
VID;Общо;брой;Общо;Общо;2018;84865;
VID;Общо;брой;Общо;Мъже;2000;66016;
VID;Общо;брой;Общо;Мъже;2001;61899;
VID;Общо;брой;Общо;Мъже;2002;60469;
VID;Общо;брой;Общо;Мъже;2003;59243;
VID;Общо;брой;Общо;Мъже;2004;58051;
VID;Общо;брой;Общо;Мъже;2005;56820;
VID;Общо;брой;Общо;Мъже;2006;55383;
VID;Общо;брой;Общо;Мъже;2007;54282;
VID;Общо;брой;Общо;Мъже;2008;53157;
VID;Общо;брой;Общо;Мъже;2009;52086;
VID;Общо;брой;Общо;Мъже;2010;51022;
VID;Общо;брой;Общо;Мъже;2011;48568;
VID;Общо;брой;Общо;Мъже;2012;47608;
VID;Общо;брой;Общо;Мъже;2013;46559;
VID;Общо;брой;Общо;Мъже;2014;45537;
VID;Общо;брой;Общо;Мъже;2015;44536;
VID;Общо;брой;Общо;Мъже;2016;43400;
VID;Общо;брой;Общо;Мъже;2017;42411;
VID;Общо;брой;Общо;Мъже;2018;41349;
VID;Общо;брой;Общо;Жени;2000;70196;
VID;Общо;брой;Общо;Жени;2001;66151;
VID;Общо;брой;Общо;Жени;2002;64689;
VID;Общо;брой;Общо;Жени;2003;63366;
VID;Общо;брой;Общо;Жени;2004;62141;
VID;Общо;брой;Общо;Жени;2005;60989;
VID;Общо;брой;Общо;Жени;2006;59386;
VID;Общо;брой;Общо;Жени;2007;58322;
VID;Общо;брой;Общо;Жени;2008;57153;
VID;Общо;брой;Общо;Жени;2009;55981;
VID;Общо;брой;Общо;Жени;2010;54815;
VID;Общо;брой;Общо;Жени;2011;50913;
VID;Общо;брой;Общо;Жени;2012;49938;
VID;Общо;брой;Общо;Жени;2013;48908;
VID;Общо;брой;Общо;Жени;2014;47824;
VID;Общо;брой;Общо;Жени;2015;46699;
VID;Общо;брой;Общо;Жени;2016;45467;
VID;Общо;брой;Общо;Жени;2017;44516;
VID;Общо;брой;Общо;Жени;2018;43516;
VID;Общо;брой;В градовете;Общо;2000;79186;
VID;Общо;брой;В градовете;Общо;2001;76674;
VID;Общо;брой;В градовете;Общо;2002;75113;
VID;Общо;брой;В градовете;Общо;2003;73095;
VID;Общо;брой;В градовете;Общо;2004;71966;
VID;Общо;брой;В градовете;Общо;2005;70661;
VID;Общо;брой;В градовете;Общо;2006;69424;
VID;Общо;брой;В градовете;Общо;2007;67984;
VID;Общо;брой;В градовете;Общо;2008;67336;
VID;Общо;брой;В градовете;Общо;2009;66285;
VID;Общо;брой;В градовете;Общо;2010;65371;
VID;Общо;брой;В градовете;Общо;2011;63054;
VID;Общо;брой;В градовете;Общо;2012;62330;
VID;Общо;брой;В градовете;Общо;2013;61198;
VID;Общо;брой;В градовете;Общо;2014;60118;
VID;Общо;брой;В градовете;Общо;2015;58087;
VID;Общо;брой;В градовете;Общо;2016;56918;
VID;Общо;брой;В градовете;Общо;2017;56000;
VID;Общо;брой;В градовете;Общо;2018;54999;
VID;Общо;брой;В градовете;Мъже;2000;38724;
VID;Общо;брой;В градовете;Мъже;2001;37373;
VID;Общо;брой;В градовете;Мъже;2002;36508;
VID;Общо;брой;В градовете;Мъже;2003;35406;
VID;Общо;брой;В градовете;Мъже;2004;34838;
VID;Общо;брой;В градовете;Мъже;2005;34156;
VID;Общо;брой;В градовете;Мъже;2006;33577;
VID;Общо;брой;В градовете;Мъже;2007;32796;
VID;Общо;брой;В градовете;Мъже;2008;32488;
VID;Общо;брой;В градовете;Мъже;2009;31959;
VID;Общо;брой;В градовете;Мъже;2010;31521;
VID;Общо;брой;В градовете;Мъже;2011;30809;
VID;Общо;брой;В градовете;Мъже;2012;30421;
VID;Общо;брой;В градовете;Мъже;2013;29849;
VID;Общо;брой;В градовете;Мъже;2014;29316;
VID;Общо;брой;В градовете;Мъже;2015;28256;
VID;Общо;брой;В градовете;Мъже;2016;27680;
VID;Общо;брой;В градовете;Мъже;2017;27199;
VID;Общо;брой;В градовете;Мъже;2018;26627;
VID;Общо;брой;В градовете;Жени;2000;40462;
VID;Общо;брой;В градовете;Жени;2001;39301;
VID;Общо;брой;В градовете;Жени;2002;38605;
VID;Общо;брой;В градовете;Жени;2003;37689;
VID;Общо;брой;В градовете;Жени;2004;37128;
VID;Общо;брой;В градовете;Жени;2005;36505;
VID;Общо;брой;В градовете;Жени;2006;35847;
VID;Общо;брой;В градовете;Жени;2007;35188;
VID;Общо;брой;В градовете;Жени;2008;34848;
VID;Общо;брой;В градовете;Жени;2009;34326;
VID;Общо;брой;В градовете;Жени;2010;33850;
VID;Общо;брой;В градовете;Жени;2011;32245;
VID;Общо;брой;В градовете;Жени;2012;31909;
VID;Общо;брой;В градовете;Жени;2013;31349;
VID;Общо;брой;В градовете;Жени;2014;30802;
VID;Общо;брой;В градовете;Жени;2015;29831;
VID;Общо;брой;В градовете;Жени;2016;29238;
VID;Общо;брой;В градовете;Жени;2017;28801;
VID;Общо;брой;В градовете;Жени;2018;28372;
VID;Под трудоспособна възраст;брой;Общо;Общо;2000;20464;
VID;Под трудоспособна възраст;брой;Общо;Общо;2001;18456;
VID;Под трудоспособна възраст;брой;Общо;Общо;2002;17699;
VID;Под трудоспособна възраст;брой;Общо;Общо;2003;17061;
VID;Под трудоспособна възраст;брой;Общо;Общо;2004;16486;
VID;Под трудоспособна възраст;брой;Общо;Общо;2005;15974;
VID;Под трудоспособна възраст;брой;Общо;Общо;2006;15328;
VID;Под трудоспособна възраст;брой;Общо;Общо;2007;14754;
VID;Под трудоспособна възраст;брой;Общо;Общо;2008;14369;
VID;Под трудоспособна възраст;брой;Общо;Общо;2009;13975;
VID;Под трудоспособна възраст;брой;Общо;Общо;2010;13753;
VID;Под трудоспособна възраст;брой;Общо;Общо;2011;12766;
VID;Под трудоспособна възраст;брой;Общо;Общо;2012;12592;
VID;Под трудоспособна възраст;брой;Общо;Общо;2013;12346;
VID;Под трудоспособна възраст;брой;Общо;Общо;2014;12164;
VID;Под трудоспособна възраст;брой;Общо;Общо;2015;11793;
VID;Под трудоспособна възраст;брой;Общо;Общо;2016;11449;
VID;Под трудоспособна възраст;брой;Общо;Общо;2017;11187;
VID;Под трудоспособна възраст;брой;Общо;Общо;2018;11006;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2000;10537;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2001;9463;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2002;9071;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2003;8776;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2004;8472;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2005;8220;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2006;7938;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2007;7641;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2008;7432;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2009;7222;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2010;7104;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2011;6572;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2012;6464;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2013;6311;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2014;6229;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2015;6045;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2016;5887;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2017;5775;
VID;Под трудоспособна възраст;брой;Общо;Мъже;2018;5702;
VID;Под трудоспособна възраст;брой;Общо;Жени;2000;9927;
VID;Под трудоспособна възраст;брой;Общо;Жени;2001;8993;
VID;Под трудоспособна възраст;брой;Общо;Жени;2002;8628;
VID;Под трудоспособна възраст;брой;Общо;Жени;2003;8285;
VID;Под трудоспособна възраст;брой;Общо;Жени;2004;8014;
VID;Под трудоспособна възраст;брой;Общо;Жени;2005;7754;
VID;Под трудоспособна възраст;брой;Общо;Жени;2006;7390;
VID;Под трудоспособна възраст;брой;Общо;Жени;2007;7113;
VID;Под трудоспособна възраст;брой;Общо;Жени;2008;6937;
VID;Под трудоспособна възраст;брой;Общо;Жени;2009;6753;
VID;Под трудоспособна възраст;брой;Общо;Жени;2010;6649;
VID;Под трудоспособна възраст;брой;Общо;Жени;2011;6194;
VID;Под трудоспособна възраст;брой;Общо;Жени;2012;6128;
VID;Под трудоспособна възраст;брой;Общо;Жени;2013;6035;
VID;Под трудоспособна възраст;брой;Общо;Жени;2014;5935;
VID;Под трудоспособна възраст;брой;Общо;Жени;2015;5748;
VID;Под трудоспособна възраст;брой;Общо;Жени;2016;5562;
VID;Под трудоспособна възраст;брой;Общо;Жени;2017;5412;
VID;Под трудоспособна възраст;брой;Общо;Жени;2018;5304;
VID;Под трудоспособна възраст;брой;В градовете;Общо;2000;14847;
