0;0;2008;среден годишен брой;2318205;
0;0;2009;среден годишен брой;2259633;
0;0;2010;среден годишен брой;2116272;
0;0;2011;среден годишен брой;2129624;
0;0;2012;среден годишен брой;2120694;
0;0;2013;среден годишен брой;2137601;
0;0;2014;среден годишен брой;2153231;
0;0;2015;среден годишен брой;2169021;
0;0;2016;среден годишен брой;2192261;
0;0;2017;среден годишен брой;2218810;
0;0;2018;среден годишен брой;2234383;
0;1;2008;среден годишен брой;117641;
0;1;2009;среден годишен брой;122983;
0;1;2010;среден годишен брой;122393;
0;1;2011;среден годишен брой;129128;
0;1;2012;среден годишен брой;130526;
0;1;2013;среден годишен брой;130705;
0;1;2014;среден годишен брой;131509;
0;1;2015;среден годишен брой;132635;
0;1;2016;среден годишен брой;133782;
0;1;2017;среден годишен брой;137469;
0;1;2018;среден годишен брой;140746;
0;2;2008;среден годишен брой;305821;
0;2;2009;среден годишен брой;308660;
0;2;2010;среден годишен брой;305600;
0;2;2011;среден годишен брой;340487;
0;2;2012;среден годишен брой;349980;
0;2;2013;среден годишен брой;362581;
0;2;2014;среден годишен брой;369905;
0;2;2015;среден годишен брой;373543;
0;2;2016;среден годишен брой;379875;
0;2;2017;среден годишен брой;390219;
0;2;2018;среден годишен брой;398023;
0;3;2008;среден годишен брой;256099;
0;3;2009;среден годишен брой;251714;
0;3;2010;среден годишен брой;238227;
0;3;2011;среден годишен брой;218448;
0;3;2012;среден годишен брой;213582;
0;3;2013;среден годишен брой;211294;
0;3;2014;среден годишен брой;212516;
0;3;2015;среден годишен брой;215826;
0;3;2016;среден годишен брой;219531;
0;3;2017;среден годишен брой;222854;
0;3;2018;среден годишен брой;225233;
0;4;2008;среден годишен брой;222618;
0;4;2009;среден годишен брой;230442;
0;4;2010;среден годишен брой;216970;
0;4;2011;среден годишен брой;201686;
0;4;2012;среден годишен брой;196806;
0;4;2013;среден годишен брой;196779;
0;4;2014;среден годишен брой;198583;
0;4;2015;среден годишен брой;200943;
0;4;2016;среден годишен брой;203038;
0;4;2017;среден годишен брой;203030;
0;4;2018;среден годишен брой;202960;
0;5;2008;среден годишен брой;373721;
0;5;2009;среден годишен брой;391093;
0;5;2010;среден годишен брой;380014;
0;5;2011;среден годишен брой;402470;
0;5;2012;среден годишен брой;398040;
0;5;2013;среден годишен брой;399204;
0;5;2014;среден годишен брой;406645;
0;5;2015;среден годишен брой;403202;
0;5;2016;среден годишен брой;400146;
0;5;2017;среден годишен брой;405191;
0;5;2018;среден годишен брой;405006;
0;6;2008;среден годишен брой;20281;
0;6;2009;среден годишен брой;16330;
0;6;2010;среден годишен брой;15625;
0;6;2011;среден годишен брой;15741;
0;6;2012;среден годишен брой;15434;
0;6;2013;среден годишен брой;15145;
0;6;2014;среден годишен брой;14576;
0;6;2015;среден годишен брой;13614;
0;6;2016;среден годишен брой;13081;
0;6;2017;среден годишен брой;14182;
0;6;2018;среден годишен брой;13779;
0;7;2008;среден годишен брой;315542;
0;7;2009;среден годишен брой;275812;
0;7;2010;среден годишен брой;240444;
0;7;2011;среден годишен брой;250070;
0;7;2012;среден годишен брой;244275;
0;7;2013;среден годишен брой;241394;
0;7;2014;среден годишен брой;241174;
0;7;2015;среден годишен брой;242710;
0;7;2016;среден годишен брой;241698;
0;7;2017;среден годишен брой;242294;
0;7;2018;среден годишен брой;243007;
0;8;2008;среден годишен брой;337842;
0;8;2009;среден годишен брой;315484;
0;8;2010;среден годишен брой;297968;
0;8;2011;среден годишен брой;277827;
0;8;2012;среден годишен брой;272275;
0;8;2013;среден годишен брой;272463;
0;8;2014;среден годишен брой;279695;
0;8;2015;среден годишен брой;286544;
0;8;2016;среден годишен брой;294303;
0;8;2017;среден годишен брой;296808;
0;8;2018;среден годишен брой;298092;
0;9;2008;среден годишен брой;368640;
0;9;2009;среден годишен брой;347115;
0;9;2010;среден годишен брой;299031;
0;9;2011;среден годишен брой;293767;
0;9;2012;среден годишен брой;299776;
0;9;2013;среден годишен брой;308036;
0;9;2014;среден годишен брой;298628;
0;9;2015;среден годишен брой;300004;
0;9;2016;среден годишен брой;306807;
0;9;2017;среден годишен брой;306763;
0;9;2018;среден годишен брой;307537;
A;0;2008;среден годишен брой;63067;
A;0;2009;среден годишен брой;65179;
A;0;2010;среден годишен брой;63339;
A;0;2011;среден годишен брой;66139;
A;0;2012;среден годишен брой;66850;
A;0;2013;среден годишен брой;68337;
A;0;2014;среден годишен брой;68906;
A;0;2015;среден годишен брой;68799;
A;0;2016;среден годишен брой;69188;
A;0;2017;среден годишен брой;68351;
A;0;2018;среден годишен брой;68165;
A;1;2008;среден годишен брой;3054;
A;1;2009;среден годишен брой;3107;
A;1;2010;среден годишен брой;3160;
A;1;2011;среден годишен брой;3244;
A;1;2012;среден годишен брой;3262;
A;1;2013;среден годишен брой;3329;
A;1;2014;среден годишен брой;3275;
A;1;2015;среден годишен брой;3302;
A;1;2016;среден годишен брой;3300;
A;1;2017;среден годишен брой;3392;
A;1;2018;среден годишен брой;3414;
A;2;2008;среден годишен брой;3823;
A;2;2009;среден годишен брой;4396;
A;2;2010;среден годишен брой;4325;
A;2;2011;среден годишен брой;4526;
A;2;2012;среден годишен брой;4658;
A;2;2013;среден годишен брой;4808;
A;2;2014;среден годишен брой;4909;
A;2;2015;среден годишен брой;4859;
A;2;2016;среден годишен брой;4947;
A;2;2017;среден годишен брой;4996;
A;2;2018;среден годишен брой;5052;
A;3;2008;среден годишен брой;3197;
A;3;2009;среден годишен брой;3546;
A;3;2010;среден годишен брой;3435;
A;3;2011;среден годишен брой;3775;
A;3;2012;среден годишен брой;3880;
A;3;2013;среден годишен брой;3927;
A;3;2014;среден годишен брой;4040;
A;3;2015;среден годишен брой;4002;
A;3;2016;среден годишен брой;3914;
A;3;2017;среден годишен брой;3853;
A;3;2018;среден годишен брой;3808;
A;4;2008;среден годишен брой;4192;
A;4;2009;среден годишен брой;4481;
A;4;2010;среден годишен брой;4468;
A;4;2011;среден годишен брой;4734;
A;4;2012;среден годишен брой;4664;
A;4;2013;среден годишен брой;4721;
A;4;2014;среден годишен брой;4901;
A;4;2015;среден годишен брой;4908;
A;4;2016;среден годишен брой;4825;
A;4;2017;среден годишен брой;4848;
A;4;2018;среден годишен брой;4734;
A;5;2008;среден годишен брой;5557;
A;5;2009;среден годишен брой;6091;
A;5;2010;среден годишен брой;6204;
A;5;2011;среден годишен брой;6095;
A;5;2012;среден годишен брой;5741;
A;5;2013;среден годишен брой;5759;
A;5;2014;среден годишен брой;5774;
A;5;2015;среден годишен брой;5640;
A;5;2016;среден годишен брой;5607;
A;5;2017;среден годишен брой;5740;
A;5;2018;среден годишен брой;5630;
A;6;2008;среден годишен брой;13228;
A;6;2009;среден годишен брой;11888;
A;6;2010;среден годишен брой;10350;
A;6;2011;среден годишен брой;10660;
A;6;2012;среден годишен брой;9733;
A;6;2013;среден годишен брой;9481;
A;6;2014;среден годишен брой;8839;
A;6;2015;среден годишен брой;8316;
A;6;2016;среден годишен брой;8026;
A;6;2017;среден годишен брой;7509;
A;6;2018;среден годишен брой;7391;
A;7;2008;среден годишен брой;2745;
A;7;2009;среден годишен брой;2880;
A;7;2010;среден годишен брой;3002;
A;7;2011;среден годишен брой;2899;
A;7;2012;среден годишен брой;3136;
A;7;2013;среден годишен брой;3016;
A;7;2014;среден годишен брой;3128;
A;7;2015;среден годишен брой;2979;
A;7;2016;среден годишен брой;2875;
A;7;2017;среден годишен брой;2667;
A;7;2018;среден годишен брой;2731;
A;8;2008;среден годишен брой;11038;
A;8;2009;среден годишен брой;11862;
A;8;2010;среден годишен брой;12561;
A;8;2011;среден годишен брой;13063;
A;8;2012;среден годишен брой;13682;
A;8;2013;среден годишен брой;14208;
A;8;2014;среден годишен брой;14474;
A;8;2015;среден годишен брой;14708;
A;8;2016;среден годишен брой;14799;
A;8;2017;среден годишен брой;14753;
A;8;2018;среден годишен брой;14906;
A;9;2008;среден годишен брой;16233;
A;9;2009;среден годишен брой;16928;
A;9;2010;среден годишен брой;15834;
A;9;2011;среден годишен брой;17143;
A;9;2012;среден годишен брой;18094;
A;9;2013;среден годишен брой;19088;
A;9;2014;среден годишен брой;19566;
A;9;2015;среден годишен брой;20085;
A;9;2016;среден годишен брой;20895;
A;9;2017;среден годишен брой;20593;
A;9;2018;среден годишен брой;20499;
B;0;2008;среден годишен брой;29440;
B;0;2009;среден годишен брой;25956;
B;0;2010;среден годишен брой;24453;
B;0;2011;среден годишен брой;24634;
B;0;2012;среден годишен брой;24556;
B;0;2013;среден годишен брой;24170;
B;0;2014;среден годишен брой;23590;
B;0;2015;среден годишен брой;24514;
B;0;2016;среден годишен брой;23570;
B;0;2017;среден годишен брой;21518;
B;0;2018;среден годишен брой;21126;
B;1;2008;среден годишен брой;1678;
B;1;2009;среден годишен брой;1527;
B;1;2010;среден годишен брой;1499;
B;1;2011;среден годишен брой;1198;
B;1;2012;среден годишен брой;1142;
B;1;2013;среден годишен брой;1119;
B;1;2014;среден годишен брой;1106;
B;1;2015;среден годишен брой;1101;
B;1;2016;среден годишен брой;1077;
B;1;2017;среден годишен брой;971;
B;1;2018;среден годишен брой;997;
B;2;2008;среден годишен брой;1320;
B;2;2009;среден годишен брой;1201;
B;2;2010;среден годишен брой;1168;
B;2;2011;среден годишен брой;1292;
B;2;2012;среден годишен брой;1336;
B;2;2013;среден годишен брой;1387;
B;2;2014;среден годишен брой;1361;
B;2;2015;среден годишен брой;1386;
B;2;2016;среден годишен брой;1343;
B;2;2017;среден годишен брой;1272;
B;2;2018;среден годишен брой;1299;
B;3;2008;среден годишен брой;1426;
B;3;2009;среден годишен брой;1178;
B;3;2010;среден годишен брой;1139;
B;3;2011;среден годишен брой;1673;
B;3;2012;среден годишен брой;1818;
B;3;2013;среден годишен брой;1826;
B;3;2014;среден годишен брой;1760;
B;3;2015;среден годишен брой;1837;
B;3;2016;среден годишен брой;1806;
B;3;2017;среден годишен брой;1621;
B;3;2018;среден годишен брой;1618;
B;4;2008;среден годишен брой;1146;
B;4;2009;среден годишен брой;1038;
B;4;2010;среден годишен брой;965;
B;4;2011;среден годишен брой;991;
B;4;2012;среден годишен брой;959;
B;4;2013;среден годишен брой;945;
B;4;2014;среден годишен брой;912;
B;4;2015;среден годишен брой;960;
B;4;2016;среден годишен брой;923;
B;4;2017;среден годишен брой;870;
B;4;2018;среден годишен брой;871;
B;5;2008;среден годишен брой;716;
B;5;2009;среден годишен брой;763;
B;5;2010;среден годишен брой;768;
B;5;2011;среден годишен брой;737;
B;5;2012;среден годишен брой;673;
B;5;2013;среден годишен брой;627;
B;5;2014;среден годишен брой;604;
B;5;2015;среден годишен брой;620;
B;5;2016;среден годишен брой;600;
B;5;2017;среден годишен брой;500;
B;5;2018;среден годишен брой;501;
B;6;2008;среден годишен брой;10;
B;6;2009;среден годишен брой;2;
B;6;2010;среден годишен брой;10;
B;6;2011;среден годишен брой;6;
B;6;2012;среден годишен брой;7;
B;6;2013;среден годишен брой;23;
B;6;2014;среден годишен брой;158;
B;6;2015;среден годишен брой;4;
B;6;2016;среден годишен брой;6;
B;6;2017;среден годишен брой;11;
B;6;2018;среден годишен брой;5;
B;7;2008;среден годишен брой;8574;
B;7;2009;среден годишен брой;7929;
B;7;2010;среден годишен брой;7555;
B;7;2011;среден годишен брой;6077;
B;7;2012;среден годишен брой;5602;
B;7;2013;среден годишен брой;5464;
B;7;2014;среден годишен брой;5198;
B;7;2015;среден годишен брой;5564;
B;7;2016;среден годишен брой;5252;
B;7;2017;среден годишен брой;4822;
B;7;2018;среден годишен брой;4813;
B;8;2008;среден годишен брой;10596;
B;8;2009;среден годишен брой;9270;
B;8;2010;среден годишен брой;8369;
B;8;2011;среден годишен брой;9054;
B;8;2012;среден годишен брой;9260;
B;8;2013;среден годишен брой;9104;
B;8;2014;среден годишен брой;8983;
B;8;2015;среден годишен брой;9296;
B;8;2016;среден годишен брой;9076;
B;8;2017;среден годишен брой;8439;
B;8;2018;среден годишен брой;8211;
B;9;2008;среден годишен брой;3974;
B;9;2009;среден годишен брой;3048;
B;9;2010;среден годишен брой;2980;
B;9;2011;среден годишен брой;3606;
B;9;2012;среден годишен брой;3759;
B;9;2013;среден годишен брой;3675;
B;9;2014;среден годишен брой;3508;
B;9;2015;среден годишен брой;3746;
B;9;2016;среден годишен брой;3487;
B;9;2017;среден годишен брой;3012;
B;9;2018;среден годишен брой;2811;
CA;0;2008;среден годишен брой;98580;
CA;0;2009;среден годишен брой;97201;
CA;0;2010;среден годишен брой;94166;
CA;0;2011;среден годишен брой;90195;
CA;0;2012;среден годишен брой;85999;
CA;0;2013;среден годишен брой;86157;
CA;0;2014;среден годишен брой;87280;
CA;0;2015;среден годишен брой;88296;
CA;0;2016;среден годишен брой;86667;
CA;0;2017;среден годишен брой;86710;
CA;0;2018;среден годишен брой;86494;
CA;1;2008;среден годишен брой;3225;
CA;1;2009;среден годишен брой;3308;
CA;1;2010;среден годишен брой;3249;
CA;1;2011;среден годишен брой;3191;
CA;1;2012;среден годишен брой;3128;
CA;1;2013;среден годишен брой;3160;
CA;1;2014;среден годишен брой;3157;
CA;1;2015;среден годишен брой;3273;
CA;1;2016;среден годишен брой;3327;
CA;1;2017;среден годишен брой;3416;
CA;1;2018;среден годишен брой;3391;
CA;2;2008;среден годишен брой;3679;
